file_path,folder,file_stem,detection_id,original_classification,hybrid_id,reference_name,itemtypes_name,category,model,brand,source,similarity_score,readable_display,vector_reference_id,vector_reference_similarity,itemtypes_similarity
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,2,Nintendo DS Lite Console,RA1sLo6TzHsbRjgqZMHq,DS Lite Boxed,Nintendo DS Lite,Video Game Consoles,,Nintendo,vector_database,0.8610274195671082,Nintendo DS Lite (DS Lite Boxed),,0.0,0.8431469798088074
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,3,Nintendo Game Boy Advance SP Console ,Sb63aOKKGWawJOyhoDm0,PS3 Fat,PlayStation Vita,Video Game Consoles,Sony PlayStation 3,Sony,vector_database,0.8469579815864563,PlayStation Vita (PS3 Fat),,0.0,0.8302757143974304
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,4,No Match,IpSmFvIFCTx0NaFFB2JW,DRM Shell,PlayStation Vita,,,Sony,vector_database,0.8342486619949341,PlayStation Vita (DRM Shell),,0.0,0.7918100357055664
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,5,Nintendo DS Lite Console,RA1sLo6TzHsbRjgqZMHq,DS Lite Boxed,Nintendo DS Lite,Video Game Consoles,,Nintendo,vector_database,0.8516571521759033,Nintendo DS Lite (DS Lite Boxed),,0.0,0.8420220017433167
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,6,No Match,OvnaIjSBeoFBsRS0Y6GI,SFC,Game Boy Advance SP,Video Game Consoles,Super Famicom,Nintendo,vector_database,0.806463897228241,Game Boy Advance SP (SFC),,0.0,0.795661449432373
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,7,No Match,F5lnUW6QS1FD2LAwvk9A,GC Con Sealed,Wii Classic Controller,Controllers & Attachments,,Nintendo,vector_database,0.7992861866950989,Wii Classic Controller (GC Con Sealed),,0.0,0.7791560888290405
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,8,Nintendo DS Lite Console,hVKSTky2gYJAeDddNOQV,DS Lite,Nintendo Switch Lite Console,Video Game Consoles,Nintendo DS Lite,Nintendo,vector_database,0.8854365348815918,Nintendo Switch Lite Console (DS Lite),,0.0,0.8709112405776978
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,9,Nintendo DS Lite Console,RA1sLo6TzHsbRjgqZMHq,DS Lite Boxed,Nintendo DS Lite,Video Game Consoles,,Nintendo,vector_database,0.8393880724906921,Nintendo DS Lite (DS Lite Boxed),,0.0,0.8320910930633545
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,10,No Match,YxGyIhCoGGi6fsk3Beo8,Gameboy Player,Nintendo Switch Dock,Video Game Consoles,,Nintendo,vector_database,0.7937352657318115,Nintendo Switch Dock (Gameboy Player),,0.0,0.7629275321960449
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,11,Nintendo DS Lite Console,hVKSTky2gYJAeDddNOQV,DS Lite,Nintendo DS Lite,Video Game Consoles,Nintendo DS Lite,Nintendo,vector_database,0.8856608867645264,Nintendo DS Lite (DS Lite),,0.0,0.8821620941162109
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,12,No Match,IpSmFvIFCTx0NaFFB2JW,DRM Shell,GameCube Memory Card,,,Nintendo,vector_database,0.7959607839584351,GameCube Memory Card (DRM Shell),,0.0,0.748629093170166
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,13,Nintendo DS Lite Console,nintendo_ds_lite,DS Lite Boxed,Nintendo DS Lite,Video Game Consoles,,Nintendo,itemtypes,0.8742232322692871,Nintendo DS Lite (DS Lite Boxed),RA1sLo6TzHsbRjgqZMHq,0.8663831949234009,0.0
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,14,No Match,YxGyIhCoGGi6fsk3Beo8,Gameboy Player,Nintendo Switch Dock,Video Game Consoles,,Nintendo,vector_database,0.7937352657318115,Nintendo Switch Dock (Gameboy Player),,0.0,0.7629275321960449
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,15,Nintendo Game Boy Advance SP Console ,YxGyIhCoGGi6fsk3Beo8,Gameboy Player,Nintendo Switch Lite Console,Video Game Consoles,,Nintendo,vector_database,0.8212503790855408,Nintendo Switch Lite Console (Gameboy Player),,0.0,0.8094065189361572
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,16,No Match,Irh72HART2knkr1jxuG7,Shipping Label,Nintendo 3DS,Labels,,Nintendo,vector_database,0.8097864389419556,Nintendo 3DS (Shipping Label),,0.0,0.7707676887512207
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,17,No Match,Irh72HART2knkr1jxuG7,Shipping Label,PlayStation 1 Controller,Labels,,Sony,vector_database,0.8015505075454712,PlayStation 1 Controller (Shipping Label),,0.0,0.7637490034103394
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,18,Nintendo DS Lite Console,ZcSSpwtX8cl9fICLin8R,NDEV,Nintendo Switch Lite Console,Video Game Consoles,Nintendo Wii,Nintendo,vector_database,0.8495815396308899,Nintendo Switch Lite Console (NDEV),,0.0,0.8434179425239563
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,19,No Match,Irh72HART2knkr1jxuG7,Shipping Label,PlayStation Vita,Labels,,Sony,vector_database,0.8174717426300049,PlayStation Vita (Shipping Label),,0.0,0.7821112871170044
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,20,Nintendo DS Lite Console,RA1sLo6TzHsbRjgqZMHq,DS Lite Boxed,Nintendo DS Lite,Video Game Consoles,,Nintendo,vector_database,0.8696677684783936,Nintendo DS Lite (DS Lite Boxed),,0.0,0.8573954105377197
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,21,No Match,vwJlo3b8trreu9qHbruz,DS Keyboard,Nintendo DS Lite,Controllers & Attachments,,Nintendo,vector_database,0.8383813500404358,Nintendo DS Lite (DS Keyboard),,0.0,0.8322774171829224
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,22,No Match,6ZPurHVarOQmMzlt89ES,DDR Pad,PlayStation 1 Controller,Controllers & Attachments,,Sony,vector_database,0.807445228099823,PlayStation 1 Controller (DDR Pad),,0.0,0.8067926168441772
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,23,No Match,J4L1xsDD5I1OLZSjSRpN,DRM Disc Drive,Wii Remote Controller,Other Video Game Accessories,,Nintendo,vector_database,0.8118674755096436,Wii Remote Controller (DRM Disc Drive),,0.0,0.7720195651054382
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,24,No Match,IpSmFvIFCTx0NaFFB2JW,DRM Shell,PlayStation Vita,,,Sony,vector_database,0.8098484873771667,PlayStation Vita (DRM Shell),,0.0,0.7646820545196533
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,25,No Match,eDXOwaOyWKtH2nQwCYan,Gameboy Advance,Game Boy Advance,Video Game Consoles,,Nintendo,vector_database,0.8204103708267212,Game Boy Advance (Gameboy Advance),,0.0,0.7761063575744629
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,26,No Match,IpSmFvIFCTx0NaFFB2JW,DRM Shell,Nintendo DSi,,,Nintendo,vector_database,0.8301739692687988,Nintendo DSi (DRM Shell),,0.0,0.7908720970153809
../gdinoOutput/final/1/q1191599905.json,1,q1191599905,27,Nintendo DS Lite Console,RA1sLo6TzHsbRjgqZMHq,DS Lite Boxed,Nintendo DS Lite,Video Game Consoles,,Nintendo,vector_database,0.8782193660736084,Nintendo DS Lite (DS Lite Boxed),,0.0,0.8769509792327881
../gdinoOutput/final/1/d1187227651.json,1,d1187227651,1,Nintendo DS Lite Console,RA1sLo6TzHsbRjgqZMHq,DS Lite Boxed,Nintendo DS,Video Game Consoles,,Nintendo,vector_database,0.861692488193512,Nintendo DS (DS Lite Boxed),,0.0,0.8401864171028137
../gdinoOutput/final/1/l1185983984.json,1,l1185983984,1,Nintendo DSi Console,hVKSTky2gYJAeDddNOQV,DS Lite,Nintendo DSi,Video Game Consoles,Nintendo DS Lite,Nintendo,vector_database,0.8680195808410645,Nintendo DSi (DS Lite),,0.0,0.867726743221283
../gdinoOutput/final/1/v1187261662.json,1,v1187261662,1,Nintendo DS Lite Console,RA1sLo6TzHsbRjgqZMHq,DS Lite Boxed,Nintendo DS Lite,Video Game Consoles,,Nintendo,vector_database,0.8633596897125244,Nintendo DS Lite (DS Lite Boxed),,0.0,0.8533130884170532
../gdinoOutput/final/1/q1187025650.json,1,q1187025650,1,Nintendo DS Original Console,nintendo_ds,DS Original,Nintendo DS,Video Game Consoles,,Nintendo,itemtypes,0.8619798421859741,Nintendo DS (DS Original),RLTezhK4keTvDr70COUX,0.8471285104751587,0.0
../gdinoOutput/final/1/l1190830129.json,1,l1190830129,1,Nintendo DS Lite Console,hVKSTky2gYJAeDddNOQV,DS Lite,Nintendo DS Lite,Video Game Consoles,Nintendo DS Lite,Nintendo,vector_database,0.8812954425811768,Nintendo DS Lite (DS Lite),,0.0,0.8716404438018799
../gdinoOutput/final/1/l1190830129.json,1,l1190830129,2,Nintendo DS Lite Console,hVKSTky2gYJAeDddNOQV,DS Lite,Nintendo DS Lite,Video Game Consoles,Nintendo DS Lite,Nintendo,vector_database,0.8776727914810181,Nintendo DS Lite (DS Lite),,0.0,0.8735910058021545
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,1,No Match,Irh72HART2knkr1jxuG7,Shipping Label,Nintendo Switch Dock,Labels,,Nintendo,vector_database,0.831548810005188,Nintendo Switch Dock (Shipping Label),,0.0,0.7964796423912048
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,2,No Match,Irh72HART2knkr1jxuG7,Shipping Label,PlayStation 4 DualShock 4,Labels,,Sony,vector_database,0.8218969702720642,PlayStation 4 DualShock 4 (Shipping Label),,0.0,0.7700961828231812
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,3,Nintendo Game Boy Advance SP Console ,aH9iGjlVeTjiCSWI8DIe,Saturn,Xbox Controller (Original),Video Game Consoles,,Microsoft,vector_database,0.8206926584243774,Xbox Controller (Original) (Saturn),,0.0,0.7852384448051453
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,4,No Match,Irh72HART2knkr1jxuG7,Shipping Label,Nintendo Switch Lite Console,Labels,,Nintendo,vector_database,0.8308539390563965,Nintendo Switch Lite Console (Shipping Label),,0.0,0.797032356262207
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,5,No Match,Irh72HART2knkr1jxuG7,Shipping Label,Nintendo Switch Dock,Labels,,Nintendo,vector_database,0.801469087600708,Nintendo Switch Dock (Shipping Label),,0.0,0.7750208377838135
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,6,No Match,Irh72HART2knkr1jxuG7,Shipping Label,Nintendo Switch OLED Console,Labels,,Nintendo,vector_database,0.8166931867599487,Nintendo Switch OLED Console (Shipping Label),,0.0,0.7815288305282593
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,7,No Match,Irh72HART2knkr1jxuG7,Shipping Label,Nintendo Switch Lite Console,Labels,,Nintendo,vector_database,0.8232769966125488,Nintendo Switch Lite Console (Shipping Label),,0.0,0.7765272259712219
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,8,No Match,nJrfY1rtfMs0yqL4Vpfq,Wii Pro Con,Nintendo Switch Pro Controller,Controllers & Attachments,,Nintendo,vector_database,0.8222581744194031,Nintendo Switch Pro Controller (Wii Pro Con),,0.0,0.8109541535377502
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,9,No Match,GgWTR9QoWKoUkJ3kr5ga,DSi,Nintendo DS,Video Game Consoles,,Nintendo,vector_database,0.861198902130127,Nintendo DS (DSi),,0.0,0.8413552045822144
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,10,No Match,Irh72HART2knkr1jxuG7,Shipping Label,Nintendo DSi,Labels,,Nintendo,vector_database,0.8139776587486267,Nintendo DSi (Shipping Label),,0.0,0.7646594047546387
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,11,No Match,Irh72HART2knkr1jxuG7,Shipping Label,PlayStation 1 Controller,Labels,,Sony,vector_database,0.8332968354225159,PlayStation 1 Controller (Shipping Label),,0.0,0.7894595861434937
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,12,No Match,Irh72HART2knkr1jxuG7,Shipping Label,Nintendo Switch AC Adapter,Labels,,Nintendo,vector_database,0.8127073049545288,Nintendo Switch AC Adapter (Shipping Label),,0.0,0.7822074890136719
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,13,No Match,Irh72HART2knkr1jxuG7,Shipping Label,PlayStation Vita,Labels,,Sony,vector_database,0.8220289945602417,PlayStation Vita (Shipping Label),,0.0,0.7738915681838989
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,14,No Match,PF6zWiWOjRxwKrmRw2oA,R.O.B. (boxed),GameCube Memory Card,,,Nintendo,vector_database,0.7898039817810059,GameCube Memory Card (R.O.B. (boxed)),,0.0,0.730478823184967
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,15,No Match,Irh72HART2knkr1jxuG7,Shipping Label,PlayStation 4 DualShock 4,Labels,,Sony,vector_database,0.8142589330673218,PlayStation 4 DualShock 4 (Shipping Label),,0.0,0.7891849279403687
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,16,Nintendo DSi Console,GgWTR9QoWKoUkJ3kr5ga,DSi,Nintendo DS,Video Game Consoles,,Nintendo,vector_database,0.8657979965209961,Nintendo DS (DSi),,0.0,0.8490587472915649
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,17,No Match,9BFdEKX2JzO7D54fwMNi,Saturn Karaoke,Game Boy Advance,,,Nintendo,vector_database,0.8105769157409668,Game Boy Advance (Saturn Karaoke),,0.0,0.7590476274490356
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,18,No Match,Irh72HART2knkr1jxuG7,Shipping Label,Nintendo Switch Dock,Labels,,Nintendo,vector_database,0.816618800163269,Nintendo Switch Dock (Shipping Label),,0.0,0.7886805534362793
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,19,No Match,Irh72HART2knkr1jxuG7,Shipping Label,Nintendo DS Lite,Labels,,Nintendo,vector_database,0.8423429727554321,Nintendo DS Lite (Shipping Label),,0.0,0.8009957671165466
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,20,No Match,Irh72HART2knkr1jxuG7,Shipping Label,PlayStation Vita,Labels,,Sony,vector_database,0.8321729898452759,PlayStation Vita (Shipping Label),,0.0,0.7678253054618835
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,21,No Match,Irh72HART2knkr1jxuG7,Shipping Label,GameCube Memory Card,Labels,,Nintendo,vector_database,0.7978593111038208,GameCube Memory Card (Shipping Label),,0.0,0.7661528587341309
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,22,No Match,IpSmFvIFCTx0NaFFB2JW,DRM Shell,Xbox Controller (Original),,,Microsoft,vector_database,0.8218108415603638,Xbox Controller (Original) (DRM Shell),,0.0,0.7697674036026001
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,23,No Match,Irh72HART2knkr1jxuG7,Shipping Label,Wii Classic Controller,Labels,,Nintendo,vector_database,0.799309253692627,Wii Classic Controller (Shipping Label),,0.0,0.7503254413604736
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,24,No Match,YxGyIhCoGGi6fsk3Beo8,Gameboy Player,Nintendo Switch OLED Console,Video Game Consoles,,Nintendo,vector_database,0.8119748830795288,Nintendo Switch OLED Console (Gameboy Player),,0.0,0.7893531322479248
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,25,Nintendo DS Lite Console,GgWTR9QoWKoUkJ3kr5ga,DSi,Nintendo DSi,Video Game Consoles,,Nintendo,vector_database,0.8640982508659363,Nintendo DSi (DSi),,0.0,0.856808066368103
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,26,No Match,Irh72HART2knkr1jxuG7,Shipping Label,PlayStation 1 Controller,Labels,,Sony,vector_database,0.8171792030334473,PlayStation 1 Controller (Shipping Label),,0.0,0.7783905863761902
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,27,No Match,PF6zWiWOjRxwKrmRw2oA,R.O.B. (boxed),Nintendo Switch Pro Controller,,,Nintendo,vector_database,0.7904891967773438,Nintendo Switch Pro Controller (R.O.B. (boxed)),,0.0,0.7570697069168091
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,28,No Match,Irh72HART2knkr1jxuG7,Shipping Label,Nintendo DS Lite,Labels,,Nintendo,vector_database,0.8013416528701782,Nintendo DS Lite (Shipping Label),,0.0,0.7700223326683044
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,29,No Match,YxGyIhCoGGi6fsk3Beo8,Gameboy Player,Nintendo Switch OLED Console,Video Game Consoles,,Nintendo,vector_database,0.8050947189331055,Nintendo Switch OLED Console (Gameboy Player),,0.0,0.8029066920280457
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,30,Nintendo Game Boy Advance SP Console ,nintendo_dsi,DS Lite Charger,Nintendo DSi,Video Game Consoles,,Nintendo,itemtypes,0.8510213494300842,Nintendo DSi (DS Lite Charger),STKdatHmQLwNLJXq1fxP,0.8397431373596191,0.0
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,31,Nintendo DS Lite Console,STKdatHmQLwNLJXq1fxP,DS Lite Charger,Nintendo DS Lite,Power Cables & Connectors,,Nintendo,vector_database,0.8592641949653625,Nintendo DS Lite (DS Lite Charger),,0.0,0.8344430327415466
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,32,No Match,PF6zWiWOjRxwKrmRw2oA,R.O.B. (boxed),Wii Classic Controller,,,Nintendo,vector_database,0.7849724292755127,Wii Classic Controller (R.O.B. (boxed)),,0.0,0.7505398988723755
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,33,No Match,Irh72HART2knkr1jxuG7,Shipping Label,PlayStation 1 Memory Card,Labels,,Sony,vector_database,0.8183014392852783,PlayStation 1 Memory Card (Shipping Label),,0.0,0.7683414816856384
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,34,Nintendo Game Boy Advance SP Console ,ZcSSpwtX8cl9fICLin8R,NDEV,Joy-Con Grip,Video Game Consoles,Nintendo Wii,Nintendo,vector_database,0.8134663105010986,Joy-Con Grip (NDEV),,0.0,0.801400899887085
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,35,No Match,Irh72HART2knkr1jxuG7,Shipping Label,PlayStation Vita,Labels,,Sony,vector_database,0.8239438533782959,PlayStation Vita (Shipping Label),,0.0,0.7804533243179321
../gdinoOutput/final/1/x1191588773.json,1,x1191588773,36,No Match,Irh72HART2knkr1jxuG7,Shipping Label,Nintendo Switch AC Adapter,Labels,,Nintendo,vector_database,0.8176248073577881,Nintendo Switch AC Adapter (Shipping Label),,0.0,0.8123950958251953
../gdinoOutput/final/1/j1191431672.json,1,j1191431672,1,Nintendo DS Lite Console,hVKSTky2gYJAeDddNOQV,DS Lite,Nintendo DS Lite,Video Game Consoles,Nintendo DS Lite,Nintendo,vector_database,0.8726143836975098,Nintendo DS Lite (DS Lite),,0.0,0.8629387617111206
../gdinoOutput/final/1/j1191431672.json,1,j1191431672,2,No Match,svXJEQMnwuDfLPUHUUCi,2DS,Nintendo DS,Video Game Consoles,,Nintendo,vector_database,0.8273248672485352,Nintendo DS (2DS),,0.0,0.8022710084915161
../gdinoOutput/final/1/j1191431672.json,1,j1191431672,3,No Match,eDXOwaOyWKtH2nQwCYan,Gameboy Advance,Xbox Controller (Original),Video Game Consoles,,Microsoft,vector_database,0.8210644125938416,Xbox Controller (Original) (Gameboy Advance),,0.0,0.777334451675415
